ticker,sector,current_wt,target_wt,index_wt,price,trade_usd,shares,side,reason
TSLA,Consumer Cyclical,0.023566980052537496,0.02473651092737631,0.02439136234607787,367.9500122070313,290920.80511615507,791,BUY,reweight
CIEN,Technology,0.0011412622723545067,0.0,0.0009094747801656679,382.7999877929687,-283888.99024818355,-742,SELL,leaves sample
JPM,Financial Services,0.018970524653594778,0.017838941764656516,0.015883993008915433,356.0199890136719,-281481.2436233928,-791,SELL,reweight
PG,Consumer Defensive,0.014497167058180833,0.013509670257203666,0.005661665479050426,145.1199951171875,-245639.8292430704,-1693,SELL,reweight
CRM,Technology,0.006500895211851804,0.005619076432189738,0.0035574962221313674,257.5400085449219,-219352.42144093895,-852,SELL,reweight
TMUS,Communication Services,0.003629721753998006,0.0044590053197564004,0.003248624524504678,180.44000244140625,206284.28698240055,1143,BUY,reweight
GOOG,Communication Services,0.06700177518120949,0.06622642006987083,0.06884975116624903,335.1923828125,-192869.58394549313,-575,SELL,reweight
MS,Financial Services,0.00945573744811906,0.010229295979569656,0.0056232548791617255,213.32000732421875,192422.68469833574,902,BUY,reweight
DIS,Communication Services,0.004814730641553676,0.004091186226323266,0.003116907602456389,107.5500030517578,-179981.67328856458,-1673,SELL,reweight
MCD,Consumer Cyclical,0.00861503054490287,0.009290802280902287,0.0031301112661252673,261.6800231933594,168098.21932985482,642,BUY,reweight
MELI,Consumer Cyclical,0.004094405112243294,0.004731763700096959,0.0016475199261261114,1936.199951171875,158542.94872859903,82,BUY,reweight
GE,Industrials,0.011896801874736903,0.011281668544552138,0.005846264309598138,335.7099914550781,-153014.41588346037,-456,SELL,reweight
ANET,Technology,0.005514767556315912,0.0049429076577362915,0.004142485479486934,195.69000244140625,-142250.14977168062,-727,SELL,reweight
CAT,Industrials,0.011826787907264208,0.012390950336220893,0.006152689870777455,797.469970703125,140335.40420297525,176,BUY,reweight
HD,Consumer Cyclical,0.009822379687565231,0.010369434557937422,0.005489642196217579,325.4317932128906,136079.8990050825,418,BUY,reweight
LOW,Consumer Cyclical,0.009129177810747062,0.00967416645542662,0.0019276244242908845,204.6999969482422,135565.92536403998,662,BUY,reweight
ADI,Technology,0.0039692698436787485,0.004506372602118069,0.0029452955425025465,361.0400085449219,133604.3111617809,370,BUY,reweight
GLW,Technology,0.0027740660233615657,0.0032904328552649125,0.00215029208454509,148.72999572753906,128446.24943595754,864,BUY,reweight
SNOW,Technology,0.0036807087348733622,0.00316770889509582,0.0019280587899922594,331.42999267578125,-127608.71014466364,-385,SELL,reweight
WBD,Communication Services,0.002798205812324104,0.0022870285252160143,0.001202256363656814,28.530000686645508,-127155.35016813732,-4457,SELL,reweight
UNH,Healthcare,0.008895707763698971,0.008417114367466276,0.005866611933227494,389.4100036621094,-119050.10731288296,-306,SELL,reweight
NOW,Technology,0.005309585766413919,0.00483675399774405,0.0025683418687704094,147.99000549316406,-117616.9024566299,-795,SELL,reweight
JNJ,Healthcare,0.016591102706023746,0.016129239517753215,0.010753141236218018,265.8500061035156,-114888.46808229458,-432,SELL,reweight
AVGO,Technology,0.0294008085766233,0.02896680465343638,0.029572404800932182,370.3399963378906,-107958.47589274672,-292,SELL,reweight
WMT,Consumer Defensive,0.015438098916698178,0.015845491657844164,0.013964631870641614,104.87000274658205,101338.94436006404,966,BUY,reweight
COST,Consumer Defensive,0.010128335019897551,0.010526984152013998,0.007025773843661797,943.8900146484376,99163.97161396623,105,BUY,reweight
APH,Technology,0.0046782913926407075,0.004281038434589365,0.0016405648991241293,79.2750015258789,-98816.67331527134,-1247,SELL,reweight
GS,Financial Services,0.009802634943659443,0.010196480175206146,0.00501364608014184,1020.9000244140624,97969.00134724219,96,BUY,reweight
QCOM,Technology,0.0043393737143690055,0.004727640675460307,0.003004433746768939,169.5571746826172,96581.40657146115,570,BUY,reweight
ADP,Technology,0.006412110592183864,0.006049354413686644,0.0019080364620230105,284.34027099609375,-90235.59940118351,-317,SELL,reweight
ABBV,Healthcare,0.012443654585844488,0.012102868601275109,0.0076053148873112125,256.4200134277344,-84770.51366163298,-331,SELL,reweight
WDC,Technology,0.003085340317617945,0.0034104016062970143,0.00272644964038367,450.4053955078125,80858.99555891845,180,BUY,reweight
MU,Technology,0.018549594854824335,0.01823711920584427,0.01817361672522243,958.72998046875,-77728.31768379171,-81,SELL,reweight
AMD,Technology,0.013515359295017694,0.01321141790746502,0.012897606095657169,470.7200012207031,-75605.42015372773,-161,SELL,reweight
ORCL,Technology,0.008066067355257433,0.008369155972502517,0.007209402861210409,149.1199951171875,75393.29353971487,506,BUY,reweight
ADBE,Technology,0.004771148626052513,0.0050566131216047425,0.001953409483938001,292.7900085449219,71009.29326861708,243,BUY,reweight
NEE,Utilities,0.010521416374751194,0.01078431729150442,0.0028819598549241856,82.33999633789062,65396.60304236481,794,BUY,reweight
STX,Technology,0.003922075358726727,0.0036921345774710243,0.0031511910407738433,828.3800048828125,-57197.76933735602,-69,SELL,reweight
LLY,Healthcare,0.020139952799618967,0.019911123614355958,0.018276216112916063,1156.72998046875,-56921.259834173645,-49,SELL,reweight
GEV,Industrials,0.007400173968490059,0.007585290929417964,0.004016598586067317,898.530029296875,46047.84403081634,51,BUY,reweight
AMZN,Consumer Cyclical,0.047106311152233966,0.046948330128187936,0.04702858633792945,259.7699890136719,-39297.77973145009,-151,SELL,reweight
NFLX,Communication Services,0.005522078149932886,0.005386301057832075,0.005664445091073241,81.05000305175781,-33774.55166007685,-417,SELL,reweight
CSCO,Technology,0.007698735265402058,0.00782726896209047,0.007309323838364484,110.48999786376952,31972.75705124247,289,BUY,reweight
APP,Communication Services,0.0019920853960944196,0.00212013174621414,0.001756143107168448,312.05999755859375,31851.529592280414,102,BUY,reweight
INTU,Technology,0.003823733819696474,0.003936112960426498,0.0016495792634625267,359.29998779296875,27954.311256593497,78,BUY,reweight
AMAT,Technology,0.006570298957063049,0.00646718809187018,0.00610569793798225,458.3900146484375,-25648.8277167261,-56,SELL,reweight
INTC,Technology,0.007930311273909184,0.00800022964301701,0.007577859554983081,89.51000213623047,17392.194315571793,194,BUY,reweight
PLTR,Technology,0.007849412367715712,0.007916524920545244,0.007516823979667658,186.3800048828125,16694.247516345968,90,BUY,reweight
VZ,Communication Services,0.005190788021519823,0.00512776679056199,0.0034881176825939993,50.02000045776367,-15676.531200761083,-313,SELL,reweight
UBER,Technology,0.00443021728163751,0.004487612845189916,0.002593484735318986,75.6500015258789,14277.146433660813,189,BUY,reweight
SNDK,Technology,0.004014831465453739,0.003957722494080246,0.0038501989909490645,1566.699951171875,-14205.856629156404,-9,SELL,reweight
TXN,Technology,0.005014779108685091,0.00506495539588152,0.003999256118718276,260.9100036621094,12481.351440111672,48,BUY,reweight
SBUX,Consumer Cyclical,0.00588041101425696,0.005927042964699504,0.0020329827640584524,106.25,11599.697672582874,109,BUY,reweight
GLD,Unknown,0.006458071155636269,0.006412923652882752,0.0024156990114591968,408.4200134277344,-11230.441309937227,-27,SELL,reweight
LRCX,Technology,0.006660681454556211,0.006618640231701569,0.006332009202444657,301.489990234375,-10457.75418509228,-35,SELL,reweight
